mu_bus,Result
0.1,0.659789145407
0.15,0.777328706458
0.2,0.841960281826
0.25,0.879468199694
0.3,0.902651410498
0.35,0.917970784884
0.4,0.928762268155
0.45,0.936800038151
0.5,0.943063486304
0.55,0.948117851717
0.6,0.952305967357
